Athlete	CountryName	CountryCode	Gender	Sport	Medals	Appearances
thomas hampson	Great Britain	GBR	Male	Athletics	1	1
thomas hicks	United States of America	USA	Male	Athletics	1	1
thomas hill	United States of America	USA	Male	Athletics	1	1
thomas jager	United States of America	USA	Male	Swimming	2	2
thomas jefferson	United States of America	USA	Male	Athletics	1	1
thomas lange	German Democratic Republic	GDR	Male	Rowing	1	3
thomas lange	Germany	GER	Male	Rowing	2	3
thomas lurz	Germany	GER	Male	Swimming	1	1
thomas mcbreen	United States of America	USA	Male	Swimming	1	1
thomas munkelt	German Democratic Republic	GDR	Male	Athletics	1	1
thomas pkemei longosiwa	Kenya	KEN	Male	Athletics	1	1
thomas ponting, mark tewksbury, stephen clarke, marcel gery	Canada	CAN	Male	Swimming	1	1
thomas price, charles logg	United States of America	USA	Male	Rowing	1	1
thomas reineck, detlef hofmann, olaf winter, mark zabel	Germany	GER	Male	Canoeing	1	1
thomas richards	Great Britain	GBR	Male	Athletics	1	1
thomas rupprath, jens kruppa, helge meeuw, steffen driesen, lars conrad	Germany	GER	Male	Swimming	1	1
thomas strau?, peter van roye	West Germany	FRG	Male	Rowing	1	1
thor henning	Sweden	SWE	Male	Swimming	1	1
thorvald str?mberg	Finland	FIN	Male	Canoeing	1	1
tianfeng si	China	CHN	Male	Athletics	1	1
tibor tatai	Hungary	HUN	Male	Canoeing	1	1
tiffany cohen	United States of America	USA	Female	Swimming	2	1
tiki gelana	Ethiopia	ETH	Female	Athletics	1	1
tim brabants	Great Britain	GBR	Male	Canoeing	3	2
tim crooks, richard clark, hugh matheson, david maxwell, richard lester, leonard robertson, patrick sweeney, frederick smallbone, john yallop	Great Britain	GBR	Male	Rowing	1	1
tim grohmann, lauritz schoof, karl schulze, phillipp wende	Germany	GER	Male	Rowing	1	1
tim mckee	United States of America	USA	Male	Swimming	3	2
timothy foster, rupert obholzer, greg searle, jonathon searle	Great Britain	GBR	Male	Rowing	1	1
timothy kitum	Kenya	KEN	Male	Athletics	1	1
timothy shaw	United States of America	USA	Male	Swimming	1	1
tim wiesk?tter, ronald rauhe	Germany	GER	Male	Canoeing	1	1
tim young, eric mueller, brian jamieson, jason gailes	United States of America	USA	Male	Rowing	1	1
tina dietze, franziska weber	Germany	GER	Female	Canoeing	1	1
tineke lagerberg	Netherlands	NED	Female	Swimming	1	1
tinus osendarp	Netherlands	NED	Male	Athletics	2	1
tirunesh dibaba	Ethiopia	ETH	Female	Athletics	5	3
t?nde szab?	Hungary	HUN	Female	Swimming	1	1
todd pearson, adam pine, ian thorpe, chris fydler, ashley callus, michael klim	Australia	AUS	Male	Swimming	1	1
toimi pitk?nen, veli lehtel?	Finland	FIN	Male	Rowing	1	1
toivo loukola	Finland	FIN	Male	Athletics	1	1
tollef tollefsen, adolf nilsen, karl nag, theodor nag, arne mortensen, conrad olsen, thoralf hagen, thore michelsen, haakon ellingsen	Norway	NOR	Male	Rowing	1	1
tom bruce	United States of America	USA	Male	Swimming	1	1
tom bruce, jerry heidenreich, mark spitz, michael stamm	United States of America	USA	Male	Swimming	1	1
tom burke	United States of America	USA	Male	Athletics	2	1
tom courtney	United States of America	USA	Male	Athletics	1	1
tom curtis	United States of America	USA	Male	Athletics	1	1
tom dolan	United States of America	USA	Male	Swimming	3	2
tom james, andrew triggs hodge, pete reed, alex gregory	Great Britain	GBR	Male	Rowing	1	1
tom malchow	United States of America	USA	Male	Swimming	2	2
tommie smith	United States of America	USA	Male	Athletics	1	1
tommy green	Great Britain	GBR	Male	Athletics	1	1
tommy karls, lars-erik moberg, thomas ohlsson, per-inge bengtsson	Sweden	SWE	Male	Canoeing	1	1
tomomi morita	Japan	JPN	Male	Swimming	1	1
tom wilkens	United States of America	USA	Male	Swimming	1	1
tonie campbell	United States of America	USA	Male	Athletics	1	1
tonique williams-darling	Bahamas	BAH	Female	Athletics	1	1
tonja buford-bailey	United States of America	USA	Female	Athletics	1	1
tonu endrekson, juri jaanson	Estonia	EST	Male	Rowing	1	1
tony dees	United States of America	USA	Male	Athletics	1	1
toos beumer, paulina van der wildt, winnie van weerdeburg, erica terpstra	Netherlands	NED	Female	Swimming	1	1
tore sj?strand	Sweden	SWE	Male	Athletics	1	1
torri edwards, chryste gaines, marion jones, nanceen perry, chryste gaines, gail devers, inger miller, gwen torrence	United States of America	USA	Female	Athletics	1	1
torsten gutsche, kay bluhm	Germany	GER	Male	Canoeing	1	1
toshio irie	Japan	JPN	Male	Swimming	1	1
tove s?by	Denmark	DEN	Female	Canoeing	1	1
tracey caulkins	United States of America	USA	Female	Swimming	2	1
tracy cameron, melanie kok	Canada	CAN	Female	Rowing	1	1
trine hansen	Denmark	DEN	Female	Rowing	1	1
tripp schwenk	United States of America	USA	Male	Swimming	1	1
tsegay kebede	Ethiopia	ETH	Male	Athletics	1	1
tsutomu oyokota	Japan	JPN	Male	Swimming	1	1
tsuyoshi yamanaka	Japan	JPN	Male	Swimming	3	2
tyler clary	United States of America	USA	Male	Swimming	1	1
uchenna emedolu, olusoji fasuba, aaron egbele, deji aliu	Nigeria	NGR	Male	Athletics	1	1
ueli bodenmann, beat schwerzmann	Switzerland	SUI	Male	Rowing	1	1
ugo frigerio	Italy	KIT	Male	Athletics	1	1
ulrich eicke	West Germany	FRG	Male	Canoeing	1	1
ulrich kons, hans-peter koppe, ulrich karnatz, j?rg friedrich, bernd h?ing, uwe d?hring, jens dobersch?tz, bernd krau?, klaus-dieter ludwig	German Democratic Republic	GDR	Male	Rowing	1	1
ulrich papke, ingo spelly	Germany	GER	Male	Canoeing	1	1
ulrike klapezynski	German Democratic Republic	GDR	Female	Athletics	1	1
ulrike richter	German Democratic Republic	GDR	Female	Swimming	2	1
ulrike tauber	German Democratic Republic	GDR	Female	Swimming	2	1
umberto bond?, pietro freschi, paolo gennari, cesare rossi	Italy	KIT	Male	Rowing	1	1
ursula brunner, christel steffin, gisela wei?, heidi pechstein	Germany	GER	Female	Swimming	1	1
ursula donath	Germany	GER	Female	Athletics	1	1
ursula happe	Germany	GER	Female	Swimming	1	1
usain bolt	Jamaica	JAM	Male	Athletics	4	2
usain bolt, michael frater, nesta carter, yohan blake	Jamaica	JAM	Male	Athletics	1	1
uta rohl?nder, anja r?cker, linda kisabaka, grit breuer	Germany	GER	Female	Athletics	1	1
ute geweniger	German Democratic Republic	GDR	Female	Swimming	1	1
uwe da?ler	German Democratic Republic	GDR	Male	Swimming	2	1
uwe da?ler, thomas flemming, sven lodziewski, steffen zesner	German Democratic Republic	GDR	Male	Swimming	1	1
vadim yaroshchuk	Soviet Union	URS	Male	Swimming	1	1
?va d?nusz, rita k?b?n	Hungary	HUN	Female	Canoeing	1	1
vadzim makhneu, raman piatrushenka	Belarus	BLR	Male	Canoeing	1	1
valentina yegorova	Russia	RUS	Female	Athletics	1	2
valentina yegorova	Soviet Union	URS	Female	Athletics	1	2
valentin boreyko, oleg golovanov	Soviet Union	URS	Male	Rowing	1	1
valentin massana	Spain	ESP	Male	Athletics	1	1
valeria bufanu	Romania	ROM	Female	Athletics	1	1
valerie brisco-hooks	United States of America	USA	Female	Athletics	2	1
valerie brisco-hooks, florence griffith-joyner, denean howard-hill	United States of America	USA	Female	Athletics	1	1
valerio arri	Italy	KIT	Male	Athletics	1	1
valeriy borchin	Russia	RUS	Male	Athletics	1	1
valery borzov	Soviet Union	URS	Male	Athletics	3	2
valery dolinin, aleksey kamkin, aleksandr kulagin, vitaly yeliseyev	Soviet Union	URS	Male	Rowing	1	1
val?ria gyenge	Hungary	HUN	Female	Swimming	1	1
vanderlei lima	Brazil	BRA	Male	Athletics	1	1
vanja gesheva-tsvetkova	Bulgaria	BUL	Female	Canoeing	2	2
vanja gesheva-tsvetkova, borislava ivanova, diana paliyska, ognyana petkova	Bulgaria	BUL	Female	Canoeing	1	1
?va nov?k	Hungary	HUN	Female	Swimming	3	2
?va nov?k, ilona nov?k, katalin sz?ke, judit temes	Hungary	HUN	Female	Swimming	1	1
?va rakusz, m?ria zakari?s	Hungary	HUN	Female	Canoeing	1	1
vasile diba	Romania	ROM	Male	Canoeing	3	2
vasileios polymeros, dimitros mougios	Greece	GRE	Male	Rowing	1	1
vasily arkhipenko	Soviet Union	URS	Male	Athletics	1	1
vasily yakusha	Soviet Union	URS	Male	Rowing	1	1
vasily yakusha, aleksandr marchenko	Soviet Union	URS	Male	Rowing	1	1
vasily yurchenko	Soviet Union	URS	Male	Canoeing	1	1
?va sz?kely	Hungary	HUN	Female	Swimming	2	2
v?clav chalupa	Czech Republic	CZR	Male	Rowing	1	1
v?clav koz?k, pavel schmidt	Czech Republic	CZE	Male	Rowing	1	1
vebj?rn rodal	Norway	NOR	Male	Athletics	1	1
veenhoven, kingma, achterberg, de groot, repelaer van driel, belderbos, bouw, de haan, schellekens	Netherlands	NED	Female	Rowing	1	1
veikko karvonen	Finland	FIN	Male	Athletics	1	1
veniamin soldatenko	Soviet Union	URS	Male	Athletics	1	1
venuste niyongabo	Burundi	BDI	Male	Athletics	1	1
vera cochelea, elisabeta lipa	Romania	ROM	Female	Rowing	1	1
vera komisova	Soviet Union	URS	Female	Athletics	1	1
vera tanner, constance jeans, grace mckenzie, florence barker	Great Britain	GBR	Female	Swimming	1	1
veronica campbell	Jamaica	JAM	Female	Athletics	3	2
veronica campbell, aleen bailey, sherone simpson, tanya lawrence	Jamaica	JAM	Female	Athletics	1	1
veronica campbell-brown	Jamaica	JAM	Female	Athletics	1	1
veronica campbell-brown, sherone simpson, kerron stewart, shelly-ann fraser-pryce	Jamaica	JAM	Female	Athletics	1	1
vicente lima, andr? silva, edson ribeiro, claudinei da silva	Brazil	BRA	Male	Athletics	1	1
victor davis	Canada	CAN	Male	Swimming	2	1
viktor denisov, aleksandr motuzenko, igor nagayev, sergey kirsanov	Soviet Union	URS	Male	Canoeing	1	1
viktor denisov, igor nagayev	Soviet Union	URS	Male	Canoeing	1	1
viktor flessl, leo losert	Austria	AUT	Male	Rowing	1	1
viktor kakoshin, grigory dmitrenko, andrey tishchenko, aleksandr tkachenko, jonas pinskus, jonas narmontas, aleksandr matsevich, igor maystrenko, andrey lugin	Soviet Union	URS	Male	Rowing	1	1
viktor kuznetsov	Soviet Union	URS	Male	Swimming	1	1
viktor markin	Soviet Union	URS	Male	Athletics	1	1
viktor mazanov, igor grivennikov, georgi kulikov, vladimir bure	Soviet Union	URS	Male	Swimming	1	1
viktor mazanov, leonid ilyichov, georgi kulikov, semyon belitz-geyman	Soviet Union	URS	Male	Swimming	1	1
viktor mazanov, vladimir bure, viktor aboimov, igor grivennikov	Soviet Union	URS	Male	Swimming	1	1
viktor reneysky, nikola? juravschi	Moldova	MDA	Male	Canoeing	1	2
viktor reneysky, nikola? juravschi	Soviet Union	URS	Male	Canoeing	2	2
ville ritola	Finland	FIN	Male	Athletics	5	2
vilma egresi, kl?ra fried-b?nfalvi	Hungary	HUN	Female	Canoeing	1	1
vincent duncker	Germany	DEU	Male	Athletics	1	1
vincent matthews	United States of America	USA	Male	Athletics	1	1
violeta szekely	Romania	ROM	Female	Athletics	1	1
violetta quesada, fulgencia romay, miguelina cobi?n, marlene elejarde	Cuba	CUB	Female	Athletics	1	1
viorica dumitru	Romania	ROM	Female	Canoeing	1	1
viorica dumitru, maria nichiforov	Romania	ROM	Female	Canoeing	1	1
viorica susanu, georgeta andrunache	Romania	ROM	Female	Rowing	1	1
virginia duenkel	United States of America	USA	Female	Swimming	2	1
virginia lee, rebecca joyce	Australia	AUS	Female	Rowing	1	1
vitaly galkov	Soviet Union	URS	Male	Canoeing	1	1
vitaly savin, vladimir muravyov, vladimir krylov, viktor bryzgin	Soviet Union	URS	Male	Athletics	1	1
vitaly sorokin, vladimir struzhanov, boris nikitin, gennady nikolayev	Soviet Union	URS	Male	Swimming	1	1
vivian cheruiyot	Kenya	KEN	Female	Athletics	2	1
vladek lacina, zdenek pecka, jaroslav hellebrand, v?clav vochoska	Czech Republic	CZE	Male	Rowing	1	1
vladimir andreyev	Russia	RUS	Male	Athletics	1	1
vladimir bure	Soviet Union	URS	Male	Swimming	1	1
vladimir dolgov	Soviet Union	URS	Male	Swimming	1	1
vladimir golubnichy	Soviet Union	URS	Male	Athletics	4	4
vladimir kazantsev	Soviet Union	URS	Male	Athletics	1	1
vladimir kosinsky	Soviet Union	URS	Male	Swimming	2	1
vladimir kuts	Soviet Union	URS	Male	Athletics	2	1
vladimir morozov, aleksandr shaparenko	Soviet Union	URS	Male	Canoeing	1	1
vladimir parfenovich	Soviet Union	URS	Male	Canoeing	1	1
vladimir parfenovich, sergey chukhray	Soviet Union	URS	Male	Canoeing	1	1
vladimir raskatov	Soviet Union	URS	Male	Swimming	1	1
vladimir rodimushkin, yevgeny samsonov, igor polyakov, slava amiragov, yevgeny brago, igor borisov, leonid gissen, vladimir kryukov, aleksey komarov	Soviet Union	URS	Male	Rowing	1	1
vladimir salnikov	Soviet Union	URS	Male	Swimming	3	2
vladimir selkov	Soviet Union	URS	Male	Swimming	1	1
vladimir selkov, aleksandr popov, stanislav lopukhov, denis pankratov, roman ivanovskiy, vladislav kulikov, roman yegorov	Russia	RUS	Male	Swimming	1	1
vladimir sukharyev, boris tokarev, leonid bartenev, yuri konovalov	Soviet Union	URS	Male	Athletics	1	1
vladimir sukharyev, levan sanadse, boris tokarev, levan kalyaev	Soviet Union	URS	Male	Athletics	1	1
vladimir volodenkov, dmitriy rozinkevich, roman monchenko, pavel melnikov, sergey matveyev, andrey glukhov, aleksandr lukyanov, nikolay aksyonov, anton chermashentsev	Russia	RUS	Male	Rowing	1	1
vladim?r andrs, pavel hofman	Czech Republic	CZE	Male	Rowing	1	1
vladislav kulikov	Russia	RUS	Male	Swimming	1	1
voitto hellst?n	Finland	FIN	Male	Athletics	1	1
volker beck	German Democratic Republic	GDR	Male	Athletics	1	1
volmari iso-hollo	Finland	FIN	Male	Athletics	4	2
voula patoulidou	Greece	GRE	Female	Athletics	1	1
vyacheslav ivanenko	Soviet Union	URS	Male	Athletics	1	1
vyacheslav ivanov	Soviet Union	URS	Male	Rowing	3	3
waldemar cierpinski	German Democratic Republic	GDR	Male	Athletics	2	2
wallace o'connor, harrison glancy, ralph breyer, johnny weissmuller	United States of America	USA	Male	Swimming	1	1
wallace wolf, william smith, walter ris, james mclane	United States of America	USA	Male	Swimming	1	1
wally kinnear	Great Britain	GBR	Male	Rowing	1	1
walter dix	United States of America	USA	Male	Athletics	2	1
walter laufer	United States of America	USA	Male	Swimming	1	1
walter mahlendorf, martin lauer, bernd cullmann, armin hary	Germany	GER	Male	Athletics	1	1
walter rangeley	Great Britain	GBR	Male	Athletics	1	1
walter ris	United States of America	USA	Male	Swimming	1	1
walter tewksbury	United States of America	USA	Male	Athletics	3	1
walther bathe	Germany	DEU	Male	Swimming	1	1
warren kealoha	United States of America	USA	Male	Swimming	2	2
warren weir	Jamaica	JAM	Male	Athletics	1	1
wayne collett	United States of America	USA	Male	Athletics	1	1
wayne frye, william fields, robert detweiler, james dunbar, charles manring, richard murphy, henry proctor, frank shakespeare, edward stevens	United States of America	USA	Male	Rowing	1	1
wendell mottley	Trinidad and Tobago	TRI	Male	Athletics	1	1
wendell mottley, edwin skinner, edwin roberts, kent bernard	Trinidad and Tobago	TRI	Male	Athletics	1	1
wendy boglioli	United States of America	USA	Female	Swimming	1	1
wendy weinberg	United States of America	USA	Female	Swimming	1	1
wenyi yang	China	CHN	Female	Swimming	2	2
werner lampe	West Germany	FRG	Male	Swimming	1	1
werner lueg	Germany	GER	Male	Athletics	1	1
whitney hedgepeth	United States of America	USA	Female	Swimming	2	1
wieger mensonides	Netherlands	NED	Male	Swimming	1	1
wilfred bungei	Kenya	KEN	Male	Athletics	1	1
wilfried hartung, peter bruch, roland matthes, lutz unger	German Democratic Republic	GDR	Male	Swimming	1	1
wilhelmina von bremen	United States of America	USA	Female	Athletics	1	1
william burden, seth bauer, jonathan smith, michael teti, john rusher, ted patton, john pescatore, jeffrey mclaughlin, peter nordell	United States of America	USA	Male	Rowing	1	1
william crothers	Canada	CAN	Male	Athletics	1	1
william dally, peter donlon, francis frederick, donald blessing, john brinck, hubert caldwell, marvin stalder, james workman, william thompson	United States of America	USA	Male	Rowing	1	1
william forrester	United States of America	USA	Male	Swimming	1	1
william frank	United States of America	USA	Male	Athletics	1	1
william gilmore	United States of America	USA	Male	Rowing	1	1
william gilmore, kenneth myers	United States of America	USA	Male	Rowing	1	1
william harris	United States of America	USA	Male	Swimming	1	1
william holland	United States of America	USA	Male	Athletics	1	1
william jordan, edward moore, alden sanborn, virgil jacomini, edwin graves, clyde king, donald johnston, vincent gallagher, sherman clark	United States of America	USA	Male	Rowing	1	1
william kirschbaum	United States of America	USA	Male	Swimming	1	1
william knecht, william stowe, stanley cwiklinski, harold budd, joseph amlong, thomas amlong, emory clark, hugh foley, r?bert zimonyi	United States of America	USA	Male	Rowing	1	1
william maher, john nunn	United States of America	USA	Male	Rowing	1	1
william miller	United States of America	USA	Male	Rowing	1	1
william miller, charles karle, george heales, ernest bayer	United States of America	USA	Male	Rowing	1	1
william mutwol	Kenya	KEN	Male	Athletics	1	1
william nichol, harold abrahams, lancelot royle, walter rangeley	Great Britain	GBR	Male	Athletics	1	1
william porter	United States of America	USA	Male	Athletics	1	1
william robinson	Great Britain	GBR	Male	Swimming	1	1
william sherring	Canada	CAN	Male	Athletics	1	1
william smith	United States of America	USA	Male	Swimming	1	1
william tanui	Kenya	KEN	Male	Athletics	1	1
william varley, john mulcahy	United States of America	USA	Male	Rowing	1	1
william verner	United States of America	USA	Male	Athletics	1	1
william yorzyk	United States of America	USA	Male	Swimming	1	1
willie applegarth	Great Britain	GBR	Male	Athletics	1	1
willie davenport	United States of America	USA	Male	Athletics	2	2
willie den ouden	Netherlands	NED	Female	Swimming	1	1
willie may	United States of America	USA	Male	Athletics	1	1
willy l?tzow	Germany	DEU	Male	Swimming	1	1
willy sch?rer	Switzerland	SUI	Male	Athletics	1	1
wilma rudolph	United States of America	USA	Female	Athletics	2	1
wilma rudolph, margaret matthews, isabelle daniels, mae faggs, janet moreau, barbara jones, catherine hardy, mae faggs	United States of America	USA	Female	Athletics	1	1
wilma van rijn, manon van rooijen, inge de bruijn, chantal groot, thamar henneken	Netherlands	NED	Female	Swimming	1	1
wilson boit kipketer	Kenya	KEN	Male	Athletics	1	1
wilson kipketer	Denmark	DEN	Male	Athletics	2	2
wilson kiprugut	Kenya	KEN	Male	Athletics	2	2
wilson kipsang kiprotich	Kenya	KEN	Male	Athletics	1	1
wiltrud urselmann	Germany	GER	Female	Swimming	1	1
wim slijkhuis	Netherlands	NED	Male	Athletics	2	1
wim van der kroft, nico tates	Netherlands	NED	Male	Canoeing	1	1
winona zimmerman	United States of America	USA	Female	Swimming	1	1
winthrop graham	Jamaica	JAM	Male	Athletics	1	1
winthrop graham, trevor grahem, bert cameron, howard davis, devon morris	Jamaica	JAM	Male	Athletics	1	1
wolfgang g?ldenpfennig	German Democratic Republic	GDR	Male	Rowing	1	1
wolfgang hottenrott, michael schwan	Germany	GER	Male	Rowing	1	1
wolfgang mager, siegfried brietzke	German Democratic Republic	GDR	Male	Rowing	1	1
wu you, gao yulan	China	CHN	Female	Rowing	1	1
wyndham halswelle	Great Britain	GBR	Male	Athletics	3	2
wyomia tyus	United States of America	USA	Female	Athletics	2	2
